序号,产品种类,产品名称,产品规格,应用领域,产品特性,连接类型,产品描述
"76","Grooved Connection Coated Steel Pipe","(76×6m) Grooved Connection Water Supply Coated Steel Pipe","76mm × 6m","Water Supply System","","Grooved Connection","A small-diameter coated steel pipe for water supply, using a convenient grooved connection. It is a preferred solution for solving installation problems of branch pipes and small water supply systems in buildings, offering both durability and economy."
"78","Grooved Connection Coated Steel Pipe","(114×6m) Gray Grooved Connection Water Supply Coated Steel Pipe","114mm × 6m","Water Supply System","","Grooved Connection","The unique gray appearance facilitates the management and differentiation of pipeline systems (e.g., distinguishing between domestic water and reclaimed water). It uses a grooved connection and has an internal and external plastic coating, combining aesthetics, practicality, and efficient installation."
"79","Grooved Connection Coated Steel Pipe","(114×6m) Red Grooved Connection Fire-fighting Coated Composite Steel","114mm × 6m","Fire-fighting System","","Grooved Connection","The distinctive red appearance is the dedicated identifier for fire-fighting pipelines. This composite steel pipe is coated on the inside and outside, is fire and corrosion-resistant, and its grooved connection method is safe and fast, fully meeting the strict requirements of various fire-fighting projects."
"80","Grooved Connection Coated Steel Pipe","(108×4m) Grooved Connection Mining Coated Steel Pipe","108mm × 4m","Mining System","","Grooved Connection","A mining coated steel pipe with mining product safety certification. The coating has anti-static and flame-retardant properties. The grooved connection method is suitable for underground environments, with safe installation and convenient disassembly."
"81","Grooved Connection Coated Steel Pipe","(DN100×3m) Grooved Connection Fire-fighting Coated Steel Pipe","DN100 × 3m","Fire-fighting System","","Grooved Connection","The 3-meter short size design is more suitable for fire pipeline layouts in limited spaces or areas requiring frequent turns. The red coating and grooved connection fully meet the requirements for safety, reliability, and convenient installation of fire-fighting systems."
"82","Grooved Connection Coated Steel Pipe","(159×6m) Grooved Connection Water Supply Coated Steel Pipe","159mm × 6m","Water Supply System","","Grooved Connection","A general-specification grooved water supply coated pipe with reliable quality and wide application. The internal and external coatings ensure water quality, and the rapid connection method improves construction efficiency, making it a cost-effective choice for various water supply projects."
"83","Grooved Connection Coated Steel Pipe","(108×6m) Colored Dual-resistance Grooved Connection Coated Steel Pipe","108mm × 6m","","Dual-layer anti-corrosion","Grooved Connection","A high-end product that integrates colored identification, dual-resistance performance (anti-static, flame-retardant), and a grooved connection. It is particularly suitable for mines or chemical plants with special safety requirements and complex pipeline systems, offering easy management and high safety."
"85","Grooved Connection Coated Steel Pipe","(DN200×6m) Fire-fighting Grooved Connection Coated Steel Pipe","DN200 × 6m","Fire-fighting System","","Grooved Connection","A large-diameter pipe dedicated to fire-fighting, suitable for key parts such as fire pump rooms and outdoor fire-fighting mainlines. The red coating has good weather resistance, and the grooved connection can withstand high pressure, ensuring the integrity and effectiveness of the entire fire-fighting system."
"86","Grooved Connection Coated Steel Pipe","(DN150×6m) Red Grooved Connection Fire-fighting Coated Steel Pipe","DN150 × 6m","Fire-fighting System","","Grooved Connection","A core pipe material for fire-fighting systems, with a DN150 diameter and red epoxy coating on both the inside and outside. The grooved connection allows for rapid completion of the pipeline network layout, meeting the dual demands of modern fire-fighting engineering for efficiency and safety."
"87","Grooved Connection Coated Steel Pipe","(DN100×6m) Red Grooved Connection Fire-fighting Coated Steel Pipe","DN100 × 6m","Fire-fighting System","","Grooved Connection","DN100 is one of the most widely used specifications in fire-fighting systems. This red grooved pipe is produced in strict accordance with production standards, with stable batch quality, making it a standard configuration for various building fire pipeline networks."
"89","Grooved Connection Coated Steel Pipe","(219×6m) Grooved Connection Fire-fighting Coated Steel Pipe","219mm × 6m","Fire-fighting System","","Grooved Connection","A large-diameter grooved fire-fighting pipe suitable for the main risers or horizontal mains in large complexes and high-rise buildings. It is easy to install, has strong pressure-bearing capacity, and can ensure high-flow water transport, making it a reliable guarantee for modern large-scale fire-fighting projects."
"90","Grooved Connection Coated Steel Pipe","(DN150×6m) Grooved Connection Water and Drainage Coated Steel Pipe","DN150 × 6m","Drainage System","","Grooved Connection","A general-purpose grooved connection pipe suitable for both water supply and drainage systems. The smooth and corrosion-resistant internal and external coatings can both ensure water quality and allow for smooth sewage discharge. The grooved connection greatly simplifies installation and maintenance work."
"91","Grooved Connection Coated Steel Pipe","(159×6m) Grooved Connection Mining Coated Steel Pipe","159mm × 6m","Mining System","","Grooved Connection","A mining coated pipe that meets safety certification standards, with a coating that has flame-retardant and anti-static properties. The grooved connection method is safe and environmentally friendly, with no open flames, making it particularly suitable for pipeline installation in high-risk environments such as those with gas and dust."
"92","Grooved Connection Coated Steel Pipe","(219×6m) Grooved Connection Water Supply Coated Steel Pipe","219mm × 6m","Water Supply System","","Grooved Connection","A large-diameter water supply pipe with a sanitary-grade plastic coating on the inside and outside, using an efficient grooved connection method. It is suitable for projects such as urban secondary water supply and industrial park water supply mainlines, and can effectively shorten the construction period."
"93","Grooved Connection Coated Steel Pipe","(DN100×6m) Water Supply Coated Steel Pipe","DN100 × 6m","Water Supply System","","Grooved Connection","A DN100 general-purpose water supply coated pipe with a grooved connection. It is one of the most commonly used pipe materials in commercial and residential projects. The internal and external coatings prevent rust and ensure water quality, and it is easy to install and economical."
"94","Grooved Connection Coated Steel Pipe","(89×6m) External Galvanized Internal Coated Anti-corrosion Steel Pipe","89mm × 6m","","Hot-dip galvanizing","Grooved Connection","A high-performance pipe that integrates three types of protection: external hot-dip galvanizing for rust prevention, internal plastic coating for anti-corrosion and hygiene, and an efficient grooved connection. It is suitable for applications with extremely high requirements for both internal and external pipeline protection and installation efficiency, such as the water supply systems of high-end hotels and hospitals."
"95","Flange Connection Mining Coated Steel Pipe","(108×6m) Flange Connection Mining Coated Steel Pipe","108mm × 6m","Mining System","","Flange Connection","A coated steel pipe that meets mining safety standards, with welded flanges at both ends. The flange connection is rigid and provides a reliable seal, making it suitable for pipeline systems in mines with higher pressure or significant vibration, such as main drainage and compressed air lines."
"96","Flange Connection Mining Coated Steel Pipe","(159×4.5m) Flange Connection Mining Coated Steel Pipe","159mm × 4.5m","Mining System","","Flange Connection","This mining coated pipe is equipped with flanges, and its 4.5-meter length makes it easier to transport and install in narrow mine tunnels. It is suitable for mining networks that require sectional installation or connection to valves and equipment."
"97","Flange Connection Mining Coated Steel Pipe","(114×6m) Flange Connection Mining Coated Steel Pipe","114mm × 6m","Mining System","","Flange Connection","A standard-specification flange-connected mining coated pipe. The internal and external wall coatings meet anti-static and flame-retardant requirements, and the flange connection ensures the strength and sealing of the connection. It is a fundamental component for building a safe and reliable mine network."
"98","Flange Connection Mining Coated Steel Pipe","(159×3m) Flange Connection Mining Coated Steel Pipe","159mm × 3m","Mining System","","Flange Connection","The 3-meter short size design is particularly suitable for areas in mines with limited space and complex pipeline layouts. The flange connection allows for precise alignment and firm fixation, making it an ideal product for solving pipeline installation problems in special locations underground."
"99","Flange Connection Mining Coated Steel Pipe","(108×4m) Flange Connection Sample Mining Coated Steel Pipe","108mm × 4m","Mining System","","Flange Connection","This is a standard sample or a custom-made flange-connected mining pipe for a specific project, fully demonstrating the product's coating quality, flange welding process, and overall performance. It is an ideal reference for customer evaluation and project bidding."
"100","Flange Connection Mining Coated Steel Pipe","(325×6m) Flange Connection Mining Coated Steel Pipe","325mm × 6m","Mining System","","Flange Connection","A large-diameter mining coated steel pipe with a flange connection. It is suitable for high-flow, high-demand pipeline systems such as main mine drainage, main ventilation, and gas drainage mainlines, offering reliable connections and strong pressure-bearing capacity."
"102","Flange Connection Mining Coated Steel Pipe","(406×6m) Flange Connection Mining Coated Steel Pipe","406mm × 6m","Mining System","","Flange Connection","A large-diameter flange-connected mining pipe that provides a solid guarantee for the lifeline projects of large mines (such as ventilation, drainage, and extraction). The internal and external dual-resistance coatings combined with a sturdy flange connection ensure the long-term safe operation of the system in harsh environments."
"103","Flange Connection Mining Coated Steel Pipe","(165×6m) Gray Flange Connection Mining Coated Composite Steel Pipe","165mm × 6m","Mining System","","Flange Connection","The gray appearance can be used to distinguish mining pipelines for specific purposes, such as compressed air lines or grouting lines. The flange connection ensures safety and sealing under high-pressure conditions, and the internal and external coatings effectively resist the humid and corrosive environment underground."
"104","Flange Connection Mining Coated Steel Pipe","(108×4m) Double-disc Flange Connection Internal and External Coated Composite Steel Pipe","108mm × 4m","Mining System","Internal and external coating","Flange Connection","Fixed flanges (double-disc flanges) are directly welded to both ends of the pipe body, providing a strong and rigid connection that is easy to install. The internal and external plastic coatings offer comprehensive anti-corrosion protection, making it suitable for important equipment interfaces or pipe sections requiring high-strength connections underground."
"105","Flange Connection Mining Coated Steel Pipe","(DN300×6m) External Reserved-end Mining Coated Composite Steel Pipe","DN300 × 6m","Mining System","","Flange Connection","A short section of uncoated steel pipe is reserved at the end (external reserved-end) to facilitate on-site flange welding, providing greater construction flexibility. After welding, the weld can be patched to ensure the anti-corrosion integrity of the entire pipeline."
"106","Flange Connection Mining Coated Steel Pipe","(219×6m) Grooved Connection Coated Steel Pipe","219mm × 6m","Mining System","","Flange connection;Grooved connection","This is a special custom product with a flange connection on one end and a grooved connection on the other. It is used to connect different types of pipes or equipment, providing great system compatibility and installation convenience, making it an ideal choice for mining network renovation and upgrades."
"107","Flange Connection Mining Coated Steel Pipe","(DN100×6m) Yellow Flange Connection Mining Coated Steel Pipe","DN100 × 6m","Mining System","","Flange Connection","The yellow pipe body is typically used underground to identify gas drainage or compressed air pipelines. The flange connection method ensures tightness and safety in these high-risk systems, complying with the strictest mining safety regulations."
"108","Flange Connection Mining Coated Steel Pipe","(325×4m) Flange Connection Dual-resistance Coated Steel Pipe","325mm × 4m","Mining System","Dual-layer anti-corrosion","Flange Connection","Large diameter, short size, dual-resistance performance, flange connection—a high-spec mining pipe that combines multiple advantages. It is specially designed for key locations in large mines, such as pump room interfaces and fan interfaces, offering a high level of safety."
"109","Flange Connection Mining Coated Steel Pipe","(140×6m) Loose Flange Mining Coated Steel Pipe","140mm × 6m","Mining System","","Flange Connection","Equipped with loose flanges, it eliminates the need for strict alignment of bolt holes during installation, greatly improving underground installation efficiency. It is particularly suitable for complex working conditions with limited space or multiple parallel pipelines."
"110","Flange Connection Mining Coated Steel Pipe","(273×6m) Flange Connection Mining Coated Steel Pipe","273mm × 6m","Mining System","","Flange Connection","A medium to large-diameter flange-connected mining pipe, suitable for underground mainline networks. The internal and external dual-resistance coatings ensure its durability and safety in harsh environments, while the flange connection ensures the long-term stable operation of the pipeline."
"111","Flange Connection Mining Coated Steel Pipe","(DN50×6m) Flange Connection Mining Coated Steel Pipe","DN50 × 6m","Mining System","","Flange Connection","A small-diameter flange-connected mining pipe, often used to connect sensors, instruments, or small equipment. Although the diameter is small, the flange connection provides high-strength and reliable fixation, and the internal and external coatings meet mining safety standards."
"112","Flange Connection Mining Coated Steel Pipe","(159×6m) Flange Connection Mining Coated Composite Steel Pipe","159mm × 6m","Mining System","","Flange Connection","This mining coated composite steel pipe uses a flange connection and is one of the most widely used specifications in underground water supply and drainage, compressed air, and shotcrete systems. The product is mature and reliable, with high market acceptance."
"113","Flange Connection Mining Coated Steel Pipe","(159×4m) Flange Connection Mining Coated Composite Steel Pipe","159mm × 4m","Mining System","","Flange Connection","A 4-meter custom length for easy vertical transport and construction in tunnels with limited height. The flange connection method combined with internal and external dual-resistance coatings provides reliable pipeline support for safe mine production."
"115","Flange Connection Mining Coated Steel Pipe","(DN500×6m) Flange Connection Dual-resistance Mining Coated Steel Pipe","DN500 × 6m","Mining System","Dual-layer anti-corrosion","Flange Connection","A large-diameter dual-resistance mining pipe with a flange connection, specially designed for the main ventilation, main drainage, and high-concentration gas drainage systems of large and extra-large mines. It integrates high safety levels, large transport capacity, and reliable connections."
"116","Flange Connection Mining Coated Steel Pipe","(325×6m) Flange Connection High-pressure Butt-welding Mining Coated Steel Pipe","325mm × 6m","Mining System","","Flange Connection","The flange is connected to the pipe body by high-pressure butt welding, which can withstand higher pressure than ordinary flat welding flanges. It is suitable for high-pressure water injection, drainage, and compressed air systems in deep mines, offering extremely high connection strength."
"117","Flange Connection Mining Coated Steel Pipe","(325×6m) Mining Weld-neck Flange Connection Mining Coated Steel Pipe","325mm × 6m","Mining System","","Flange Connection","The weld-neck flange provides better stress distribution, superior connection strength, and fatigue resistance. This high-end product is suitable for key pipelines in mines with severe vibration or pressure fluctuations, offering an extremely high safety factor."
"119","Flange Connection Mining Coated Steel Pipe","(426×5m) Gray Flange Connection Mining Coated Steel Pipe","426mm × 5m","Mining System","","Flange Connection","Large diameter, 5-meter non-standard length, gray appearance, flange connection. It can be customized according to specific customer working conditions for special media transport or specific area pipeline systems, offering high flexibility."
"121","Flange Connection Mining Coated Steel Pipe","(159×4m) Blue Flange Connection Coated Steel Pipe","159mm × 4m","Mining System","","Flange Connection","The blue pipe body is usually used to identify water supply or compressed air pipelines underground for easy maintenance and management. The flange connection method is reliable, and the internal and external coatings meet mining safety requirements, making it an effective tool for standardizing mining pipeline systems."
"122","Flange Connection Mining Coated Steel Pipe","(DN150×6m) Flange Connection Mining Coated Steel Pipe","DN150 × 6m","Mining System","","Flange Connection","DN150 is a common mainline specification in mining networks. This product uses a reliable flange connection and internal and external coatings that comply with safety regulations, providing safety assurance for various fluid transport applications underground."
"124","Flange Connection Mining Coated Steel Pipe","(DN250×6m) Mining Flange Connection Coated Steel Pipe","DN250 × 6m","Mining System","","Flange Connection","A DN250 flange-connected pipe specially designed for mining systems. The internal and external coatings meet underground fire-proof and anti-static requirements, and it has high connection strength and good sealing performance, making it a key part of ensuring safe and efficient mine production."
"125","Flange Connection Mining Coated Steel Pipe","(325×6m) Coated Spiral Mining Coated Steel Pipe","325mm × 6m","Mining System","","Flange Connection","Using an economical spiral pipe as the base, it is coated with a mining-grade dual-resistance layer on the inside and outside and connected by flanges. This product offers high cost-effectiveness while ensuring safety performance, making it suitable for mining projects with limited budgets but safety requirements."
"126","Flange Connection Mining Coated Steel Pipe","(219×6m) Flange Connection Mining Coated Steel Pipe","219mm × 6m","Mining System","","Flange Connection","This is a very common specification in mining systems, with stable performance and reliability. The flange connection is suitable for various occasions underground that require high-strength connections and is a standard pipe material for mine construction."
"127","Flange Connection Mining Coated Steel Pipe","(108×4m) Both-ends Welded Flange Connection Mining Coated Steel Pipe","108mm × 4m","Mining System","","Flange connection;Welded connection","This product has flanges pre-welded on both ends, so users only need to perform flange connection on-site without welding the pipe body. This ensures connection strength while simplifying on-site installation steps and improving safety."
"128","Fire-fighting Coated Steel Pipe","(114×6m) Grooved Connection Fire-fighting Coated Steel Pipe","114mm × 6m","Fire-fighting System","","Grooved Connection","A special pipe material for fire-fighting systems, coated with red epoxy resin on the internal and external walls, which has excellent corrosion and temperature resistance. It uses a grooved connection method for quick, flameless installation, making it a standard configuration for modern building fire-fighting projects."
"129","Fire-fighting Coated Steel Pipe","(DN150×6m) Red Grooved Connection Fire-fighting Coated Steel Pipe","DN150 × 6m","Fire-fighting System","","Grooved Connection","A DN150 large-diameter fire-fighting mainline with a distinctive red appearance and a fast grooved connection. It is suitable for the fire-fighting mainline networks of shopping malls, factories, and high-rise buildings, ensuring rapid and sufficient water supply in case of a fire."
"130","Fire-fighting Coated Steel Pipe","(42×6m) Red Fire-fighting Coated Steel Pipe","42mm × 6m","Fire-fighting System","","","A small-diameter fire-fighting coated pipe suitable for the end branch pipes of fire sprinkler systems. It has a red coating on the inside and outside, good anti-corrosion performance, a smooth pipe wall, and low water flow resistance. It can be connected by threads or grooves."
"131","Fire-fighting Coated Steel Pipe","(60×6m) Red Fire-fighting Coated Steel Pipe","60mm × 6m","Fire-fighting System","","","A general-purpose fire-fighting coated pipe, coated with a special fire-proof and anti-corrosion epoxy resin on the internal and external walls. It is suitable for the horizontal mains and risers of hydrant and sprinkler systems, and is a basic pipe material for ensuring building fire safety."
"132","Fire-fighting Coated Steel Pipe","(DN100×6m) Red Fire-fighting Coated Steel Pipe","DN100 × 6m","Fire-fighting System","","","DN100 is the most widely used mainline specification in fire-fighting systems. This red coated pipe is strictly produced according to national fire safety standards, with high pressure resistance, corrosion resistance, and a long service life, ensuring the long-term reliability of the fire-fighting system."
"134","Fire-fighting Coated Steel Pipe","(DN100×3m) Grooved Connection Fire-fighting Coated Steel Pipe","DN100 × 3m","Fire-fighting System","","Grooved Connection","A 3-meter short size design with a red coating and grooved connection. It is specially customized for fire-fighting project areas with complex pipeline layouts and limited space, such as equipment floors and ceilings, allowing for flexible layout and installation."
"135","Fire-fighting Coated Steel Pipe","(DN165×6m) Grooved Connection Fire-fighting Coated Steel Pipe","DN165 × 6m","Fire-fighting System","","Grooved Connection","A relatively large-diameter pipe dedicated to fire-fighting, with a grooved connection and a red coating on the inside and outside. It is suitable for the fire-fighting mainlines of large buildings or industrial facilities, with strong pressure-bearing capacity and large flow, meeting stringent fire water demands."
"136","Fire-fighting Coated Steel Pipe","(DN32×6m) Small-diameter Pipe for Fire-fighting Coated Steel Pipe","DN32 × 6m","Fire-fighting System","","","A DN32 small-diameter fire-fighting pipe, mainly used to connect sprinkler heads. The plastic coating on the internal and external walls can prevent rust from clogging the sprinkler heads and ensure smooth water flow, making it an indispensable component of automatic sprinkler systems."
"137","Fire-fighting Coated Steel Pipe","(159×6m) Grooved Connection Coated Steel Pipe","159mm × 6m","Fire-fighting System","","Grooved Connection","The internal and external coatings of this 159mm grooved connection coated pipe both meet fire-fighting requirements. As a fire-fighting mainline, its convenient installation and reliable connection can effectively shorten the construction period and reduce overall costs."
"138","Fire-fighting Coated Steel Pipe","(76×6m) Small-diameter Coated Steel Pipe","76mm × 6m","Fire-fighting System","","","A small-diameter fire-fighting coated pipe that can be used for hydrant branch pipes or the mains of small sprinkler areas. The internal and external plastic coatings can effectively resist corrosion and ensure the internal cleanliness of the pipeline, preventing impurities from affecting the normal operation of fire-fighting equipment."
"139","Fire-fighting Coated Steel Pipe","(406×6m) Fire-fighting Coated Steel Pipe","406mm × 6m","Fire-fighting System","","","A large-diameter fire-fighting coated steel pipe suitable for the outlet pipes of fire pump rooms, outdoor buried fire-fighting mainlines, and the inlet and outlet pipes of fire water tanks. It has strong pressure-bearing capacity and is anti-corrosive on the inside and outside. It can be connected by welding or flanges, ensuring the safety of fire-fighting lifeline projects."
"140","Fire-fighting Coated Steel Pipe","(219×6m) Grooved Connection Fire-fighting Coated Steel Pipe","219mm × 6m","Fire-fighting System","","Grooved Connection","A large-diameter grooved fire-fighting pipe with a plastic coating on the inside and outside and a red identifier. It is widely used in the fire-fighting systems of large public buildings, logistics warehouses, and industrial plants, and can quickly build a powerful fire-fighting network."
"141","Fire-fighting Coated Steel Pipe","(108×4m) CDU Quick-Connector Welded Fire-fighting Coated Steel Pipe","108mm × 4m","Fire-fighting System","","Welded Connection","Specially designed for fire-fighting systems, it combines the installation convenience of CDU quick-connectors with the permanent strength of welding, making it a highly reliable connection solution. The internal and external plastic coatings comply with fire safety standards and are fire and corrosion-resistant."
"142","Fire-fighting Coated Steel Pipe","(159×6m) Grooved Connection Fire-fighting Coated Steel Pipe","159mm × 6m","Fire-fighting System","","Grooved Connection","As a mainstay pipe material for fire-fighting systems, this 159mm grooved pipe is coated with red epoxy resin on the inside and outside, offering stable performance and efficient installation. It is an ideal choice for various new and renovation fire-fighting projects."
"143","Gas Coated Steel Pipe","(57×6m) External Reserved-end Gas Coated Steel Pipe","57mm × 6m","Gas System","","","Specially designed for gas transmission, an uncoated section is reserved at the end of the pipe (external reserved-end) to facilitate reliable welding connections with valves and fittings on-site. The internal and external coatings can effectively resist sulfides in the gas and soil corrosion, ensuring high safety."
"144","Gas Coated Steel Pipe","(25×6m) Gas Coated Steel Pipe","25mm × 6m","Gas System","","","A small-diameter coated pipe dedicated to gas, suitable for the gas service branch lines of residential and commercial buildings. The yellow plastic coating on the inside and outside is the dedicated identifier for gas pipelines. The coating is dense and has good airtightness, effectively preventing gas leakage."
"145","Gas Coated Steel Pipe","(57×6m) Small-diameter External Reserved-end Gas Coated Composite Steel Pipe","57mm × 6m","Gas System","","","A small-diameter gas composite pipe with a reserved-end design at the pipe end, convenient for high-quality welding operations on-site. The yellow special coating on the inside and outside provides excellent anti-corrosion protection and a warning function, ensuring the safe operation of urban gas networks."
"146","Gas Coated Steel Pipe","(57×6m) Galvanized Gas Coated Steel Pipe","57mm × 6m","Gas System","Hot-dip galvanizing","","It uses a dual protection process of external galvanizing and internal plastic coating. The external galvanized layer enhances the pipe's resistance to external environmental corrosion, while the internal plastic coating resists gas corrosion and maintains smooth gas flow. It is suitable for gas projects with higher anti-corrosion requirements."
"147","Gas Coated Steel Pipe","(60×6) Gas Coated Steel Pipe","60mm × 6m","Gas System","","","A standardized gas coated pipe, coated with a yellow anti-corrosion layer on the inside and outside, which has good chemical resistance and insulation properties. It is suitable for low and medium-pressure urban gas networks and is a safe link connecting thousands of households."
"150","Gas Coated Steel Pipe","(89×6m) Gas Steel Pipe","89mm × 6m","Gas System","","","A medium-diameter steel pipe for gas transmission, coated with a yellow special anti-corrosion layer on the internal and external walls, which has a strong warning effect. It is suitable for the gas mainlines of residential communities or industrial parks, with strong pressure-bearing capacity and reliability."
"151","Water Supply Coated Steel Pipe","(DN100×6m) Water Supply Coated Steel Pipe","DN100 × 6m","Water Supply System","","","DN100 is a general-purpose mainline specification in water supply systems. The internal and external walls are coated with sanitary-grade epoxy resin or polyethylene, ensuring safe and pollution-free water transport. The pipe wall is smooth and does not scale, maintaining efficient water transport capacity over the long term."
"152","Water Supply Coated Steel Pipe","(273×4m) Grooved Connection Water Supply Coated Steel Pipe","273mm × 4m","Water Supply System","","Grooved Connection","A large-diameter water supply pipe, the 4-meter short size is convenient for transport and installation, and the grooved connection method provides high construction efficiency. The internal and external coatings comply with drinking water standards, making it an ideal choice for large-scale building and municipal water supply projects."
"153","Water Supply Coated Steel Pipe","(165×6m) Grooved Connection Water Supply Coated Steel Pipe","165mm × 6m","Water Supply System","","Grooved Connection","A medium-diameter grooved water supply pipe with internal and external plastic coating and convenient installation. It is suitable for the water supply mains of building complexes or the vertical risers in large buildings, and is a representative product of modern rapid construction technology."
"154","Water Supply Coated Steel Pipe","(426×6m) Internal and External Epoxy Water Supply Coated Steel Pipe","426mm × 6m","Water Supply System","Epoxy resin coating","","A large-diameter water supply pipe, coated with food-grade epoxy resin on both the internal and external walls, which provides excellent anti-corrosion performance and sanitary assurance. It is suitable for projects with strict requirements for water quality and pipeline durability, such as municipal water supply mainlines and water plants."
"155","Water Supply Coated Steel Pipe","(325×6m) Grooved Connection Water Supply Coated Steel Pipe","325mm × 6m","Water Supply System","","Grooved Connection","This large-diameter water supply pipe uses a grooved connection and has an internal and external plastic coating. Compared to traditional connection methods, it can save a lot of installation time and the connection is reliable. It is an efficient solution for the construction of modern, large-scale water supply networks."
"156","Water Supply Coated Steel Pipe","(89×6m) Water Supply Coated Steel Pipe","89mm × 6m","Water Supply System","","","89mm is a common specification in building water supply networks. This product is coated on the inside and outside, making it anti-corrosive and sanitary. It can be connected by threads, grooves, or flanges, offering strong versatility and making it a basic pipe material for various water supply projects."
"157","Water Supply Coated Steel Pipe","(325×6m) Water Supply Coated Steel Pipe","325mm × 6m","Water Supply System","","","A large-diameter coated steel pipe dedicated to water supply, with a smooth inner wall, good hydraulic conditions, and low water transport energy consumption. The internal and external coatings effectively eliminate the phenomenon of yellow and red water, comprehensively improving water supply quality. It is suitable for urban water supply main networks."
"158","Water Supply Coated Steel Pipe","(89×6m) Grooved Connection Water Supply Coated Steel Pipe","89mm × 6m","Water Supply System","","Grooved Connection","This product combines the 89mm general-purpose pipe diameter with an efficient grooved connection, providing an economical and convenient solution for building water supply systems. It has a large market demand and is widely used."
"159","Water Supply Coated Steel Pipe","(325×6m) External Reserved-end Water Supply Coated Steel Pipe","325mm × 6m","Water Supply System","","","A large-diameter water supply pipe with a reserved-end design at the pipe end, convenient for users to perform welding or flange installation according to on-site needs, offering high flexibility. After welding and installation, the weld can be patched for anti-corrosion to form a complete anti-corrosion pipeline."
"160","Water Supply Coated Steel Pipe","(159×6m) Double-sided Coated Composite Steel Pipe","159mm × 6m","Water Supply System","","","A medium-diameter double-sided coated pipe with a uniform and dense coating on the internal and external walls, completely isolating water from contact with the steel pipe and fundamentally solving the problem of pipeline corrosion. It is suitable for various civil and industrial water supply systems."
"161","Water Supply Coated Steel Pipe","(114×6m) Grooved Connection Water Supply Coated Steel Pipe","114mm × 6m","Water Supply System","","Grooved Connection","A 114mm diameter grooved connection water supply pipe, an ideal choice for the water supply risers and mains of high-rise buildings. It is fast to install, the joints are firm, and the internal and external plastic coatings ensure water quality safety and a long system service life."
"162","Water Supply Coated Steel Pipe","(108×4m) Grooved Connection Coated Steel Pipe","108mm × 4m","Water Supply System","","Grooved Connection","A grooved connection pipe specially designed for water supply systems, with a sanitary and non-toxic internal and external coating. The 4-meter standard length is convenient for construction indoors and in tight spaces, making it a very flexible product to use."
"163","Water Supply Coated Steel Pipe","(76×6m) Grooved Connection Water Supply Coated Steel Pipe","76mm × 6m","Water Supply System","","Grooved Connection","A small-diameter grooved connection water supply pipe with an internal and external plastic coating. It is suitable for building internal water supply branch pipes or small circulating water systems, with easy installation and reliable performance, making it an excellent replacement for traditional pipe materials."
"164","Water Supply Coated Steel Pipe","(159×6m) External Reserved-end Water Supply Coated Steel Pipe","159mm × 6m","Water Supply System","","","A medium-diameter pipe with a reserved end, providing convenience for on-site connections. Users can weld flanges or weld it to other pipes themselves, making it particularly suitable for water supply projects that require non-standard connections or on-site modifications."
"165","Water Supply Coated Steel Pipe","(25×6m) Internal and External Hot-melt Epoxy Powder Water Supply Coated Steel Pipe","25mm × 6m","Water Supply System","Epoxy resin coating","","A small-diameter water supply pipe, with a hot-melt fusion-bonded epoxy powder process used on the internal and external walls. The coating has extremely strong adhesion and excellent anti-corrosion performance. It is suitable for high-end residences, hospitals, and other applications with extremely high requirements for water quality and pipeline life."
"166","Water Supply Coated Steel Pipe","(159×6m) Grooved Connection Water Supply Coated Steel Pipe","159mm × 6m","Water Supply System","","Grooved Connection","This 159mm grooved connection water supply pipe is a mainstream product on the market, with stable quality and efficient installation. It is widely used in the water supply mainlines of various buildings and is one of the preferred choices for modern water supply projects."
"167","Water Supply Coated Steel Pipe","(108×6m) Clamp Connection Water and Drainage Coated Steel Pipe","108mm × 6m","Water Supply System;Drainage System","","Clamp Connection","An extremely versatile clamp (grooved) connection coated pipe that can be used for both pressurized water supply systems and non-pressurized drainage systems. The smooth and corrosion-resistant internal and external coatings make it a multi-purpose and efficient pipeline product."
"168","Water Supply Coated Steel Pipe","(108×4m) Grooved Connection Water Supply Coated Steel Pipe","108mm × 6m","Water Supply System","","Grooved Connection","A classic grooved connection water supply pipe with a sanitary-grade coating on the inside and outside, and a 4-meter length for easy operation. It is suitable for the rapid installation of various building water supply networks, with reliable performance and economy."
"169","Water Supply Coated Steel Pipe","(325×6m) Grooved Connection Coated Steel Pipe","325mm × 6m","Water Supply System","","Grooved Connection","A large-diameter grooved connection water supply pipe that provides an efficient pipeline installation solution for large projects. The internal and external coatings ensure water transport safety, and the rapid connection method significantly reduces labor and time costs."
"170","Water Supply Coated Steel Pipe","(529×6m) Blue External Reserved-end Water Supply Coated Steel Pipe","529mm × 6m","Water Supply System","","","A large-diameter water supply pipe, the blue appearance can be used as a dedicated identifier for water supply, and the reserved end at the pipe end facilitates on-site welding. It is suitable for large-scale municipal or industrial water supply projects that require special identification and flexible connection methods."
"171","Water Supply Coated Steel Pipe","(DN200×6m) Welded Water Supply Coated Steel Pipe","DN200 × 6m","Water Supply System","","Welded Connection","This water supply coated pipe is specially designed for applications requiring welded connections, with the pipe ends treated for easy on-site welding. After welding, the weld seam needs to be professionally treated with an anti-corrosion patch to ensure the anti-corrosion performance of the entire pipeline."
